exchange,symbol,isin,series,date,close,prev_close,volume,value,trades,sma20,sma50,sma200,avg_vol20,volume_ratio20,high20,high50,high60,low20,low50,low60,high252,low252,dist_52w_high_pct,dist_52w_low_pct,roc20_pct,roc50_pct,rsi14,atr14_pct,range_pct,close_vs_sma20_pct,close_vs_sma50_pct,close_vs_sma200_pct,sma20_slope20_pct,sma50_slope20_pct
NSE,BLUSPRING,INE0U4101014,EQ,2026-09-17,123.72,124.46,356061,44328873.1,4818,129.056,119.2872,,676441.05,0.5264,139.8,139.8,139.8,112.75,100.9,100.9,139.8,77.35,-11.5021,59.9483,3.2204,17.148,44.4397,7.704,6.0337,-4.1346,3.7161,,14.1124,8.3865
BSE,BMBMUMG,INE644K01016,XT,2026-09-17,6.3,6.3,2600,16305,7,7.041,7.0654,,1080.25,2.4069,7.76,9.09,9.09,6.25,5.87,5.87,13.79,5.87,-54.3147,7.3254,-10,-5.2632,34.2995,4.0023,0.8,-10.5241,-10.8331,,-0.0781,-5.7595
BSE,BMW,INE374E01021,X,2026-09-17,52.59,52.6,109967,5814765,656,51.2565,51.8452,,250454.85,0.4391,59.26,59.26,59.7,47.25,47.1,47.1,65.19,47.1,-19.3281,11.6561,6.9772,6.8468,62.3197,5.4397,2.5912,2.6016,1.4366,,-0.2957,-5.2429
BSE,BMWVENTLTD,INE965W01036,B,2026-09-17,50.82,51.87,18438,941361,671,55.1825,56.8108,,8106.15,2.2746,59.98,62,62,50,50,50,64.43,50,-21.1237,1.64,-10.7952,-12.3491,11.4286,3.9355,3.6,-7.9056,-10.5452,,-4.5995,-2.2933
NSE,BMWVENTLTD,INE965W01036,EQ,2026-09-17,50.22,51.8,139313,7063462.19,1838,55.195,56.8824,,88764.4,1.5695,59,63.63,63.63,49.95,49.95,49.95,64.46,49.95,-22.0912,0.5405,-12.1721,-13.5182,9.8927,4.0209,3.6036,-9.0135,-11.7126,,-4.7886,-2.2673
BSE,BNAGROCHEM,INE00HZ01011,B,2026-09-17,205,200,309,62355,10,225.9575,258.418,,5636.95,0.0548,269.45,305,305,193,193,193,307.05,193,-33.2356,6.2176,-22.6415,-25.9661,36.3152,3.7282,2.5,-9.275,-20.6712,,-18.5585,
NSE,BNAGROCHEM,INE00HZ01011,EQ,2026-09-17,207.86,202.34,757,152994.24,32,222.8395,251.1018,,10989.4,0.0689,249,294.4,301.2,192.23,192.23,192.23,306.3,192.23,-32.1384,8.1309,-10.2892,-27.1434,29.601,5.4298,9.2389,-6.7221,-17.2208,,-15.7371,-8.8689
BSE,BNALTD,INE489D01011,T,2026-09-16,370,381.1,225,83555,4,385.7725,391.477,,306,0.7353,424.45,554.4,,355,312.3,,554.4,312.3,-33.2612,18.4758,-8.6194,7.2464,41.4821,3.8446,2.7027,-4.0885,-5.4861,,-8.3137,
NSE,BNALTD,INE489D01011,BE,2026-09-16,370,381.65,29,10846.5,3,381.1825,403.747,,862.9,0.0336,415.7,589,589,355.1,317,317,589,317,-37.1817,16.7192,-2.6316,6.2455,36.2778,3.611,3.1486,-2.9336,-8.3585,,-12.3456,
BSE,BNRSEC,INE710D01028,X,2026-09-17,17.5,17.15,26764,466694,95,18.417,18.4312,,31884.3,0.8394,20.46,23.7,23.7,16.3,16.1,15.6,23.7,15.57,-26.1603,12.3956,-13.0219,4.1667,24.6883,5.7755,3.3819,-4.9791,-5.0523,,-3.3457,3.983
BSE,BNRUDY,INE355C01016,X,2026-09-17,37.2,36.5,217,8024,9,38.2805,36.7586,,2549.2,0.0851,45.24,45.24,45.24,34.2,30,30,45.24,28.13,-17.7719,32.2432,1.9737,3.362,47.1788,8.8268,5.5262,-2.8226,1.2008,,5.7239,5.2561
BSE,BODALCHEM,INE338D01028,B,2026-09-17,181.4,172.8,175828,31834983,846,135.1165,94.3988,,430542.3,0.4084,189.45,189.45,189.45,72.5,56.98,56.98,189.45,56.98,-4.2491,218.3573,152.8928,203.3445,83.2851,7.8004,3.4797,34.2545,92.1635,,93.5669,41.9689
NSE,BODALCHEM,INE338D01028,EQ,2026-09-17,182.13,173.46,2362229,428662035.99,8458,135.3055,94.513,,5093433.95,0.4638,189.68,189.68,189.68,72.5,57.3,57.3,189.68,57.3,-3.9804,217.8534,153.8397,201.6896,83.731,7.8374,5.2775,34.6065,92.7036,,93.5452,42.1607
BSE,BODHTREE,INE104F01029,X,2026-09-17,13.16,13.1,4441,59755,16,13.9665,15.184,,18716.5,0.2373,16.49,18.5,21.49,10.9,10.9,10.9,21.49,10.9,-38.7622,20.7339,-11.9143,-23.7101,43.9723,11.903,4.5627,-5.7745,-13.3298,,-11.6715,-10.3311
NSE,BOHRAIND,INE802W01023,EQ,2026-09-17,13.34,13.5,12551,169940.74,48,13.235,13.7744,,20752.2,0.6048,16,16.45,16.45,11.6,11.6,11.6,18.71,11.6,-28.7012,15,-9.498,-6.386,57.4468,7.8175,9.447,0.7934,-3.1537,,-8.2845,-5.6781
BSE,BOMBCYC,INE691K01017,X,2026-09-16,1560,1552.4,52,79384,3,1570.3,1567.923,,39.35,1.3215,1611.7,1706.2,1706.2,1525,1512,1512,1706.2,1512,-8.5687,3.1746,0.5803,0.4928,50,2.269,3.2689,-0.6559,-0.5053,,0.7347,
BSE,BOMBWIR,INE089T01023,X,2026-09-17,40.8,40.93,314,13171,8,42.241,44.8306,,832.45,0.3772,46.9,53.99,53.99,40,40,40,54,40,-24.4444,2,-9.3132,-10.4871,31.3797,5.7125,4.1667,-3.4114,-8.9907,,-6.9592,-5.0082
BSE,BOMDYEING,INE032A01023,B,2026-09-17,107.65,107.15,15949,1715272,198,112.3125,117.422,,56619.05,0.2817,121.9,129.8,137.5,105.05,105.05,105.05,140.95,105.05,-23.6254,2.475,-3.841,-12.834,23.1214,3.1053,1.0758,-4.1514,-8.3221,,-5.3852,-5.8824
NSE,BOMDYEING,INE032A01023,EQ,2026-09-17,107.55,107.16,290843,31253916.64,3708,112.265,117.3966,,1111805.55,0.2616,121.9,130,137.7,105.01,105.01,105.01,141,105.01,-23.7234,2.4188,-3.6031,-13.2031,24.5946,3.0916,1.1047,-4.1999,-8.3875,,-5.4101,-5.8966
BSE,BOMOXY-B1,INE01TL01014,X,2026-09-17,18204,18201,10,182040,2,18889.69,19196.842,,13.4,0.7463,19800,21988,21988,17912,17511.3,17511.3,21988,17511.3,-17.2094,3.9557,-5.1208,-2.8734,41.2056,3.0661,0,-3.63,-5.1719,,-2.7434,-0.7031
BSE,BOMTALKIES,INE910D01024,X,2026-09-15,3.09,3.09,154,476,5,3.0215,3.2384,,293.5,0.5247,3.37,4.07,,2.85,2.85,,4.07,2.85,-24.0786,8.4211,-3.7383,-17.3797,55.4217,3.7679,8.8435,2.2671,-4.5825,,-9.1551,
BSE,BONDADA,INE0Q8P01029,M,2026-09-17,271.95,268.6,48400,13132620,183,281.215,290.623,,118610,0.4081,303.9,324,345,265.2,265.2,265.2,357,265.2,-23.8235,2.5452,-8.3726,-10.7629,45.1656,3.7376,2.3269,-3.2946,-6.4252,,-4.6616,-6.1404
BSE,BONLON,INE0B9A01018,B,2026-09-17,37.9,38.51,7807,286775,76,40.109,40.9084,,10014.4,0.7796,43.4,45.01,45.01,36,36,36,47.4,36,-20.0422,5.2778,-9.5465,-9.6974,44.1361,5.3223,6.6667,-5.5075,-7.354,,-3.0422,-2.8627
NSE,BONLON,INE0B9A01018,EQ,2026-09-17,37.07,38.81,19642,715613.38,262,39.985,40.8188,,15993.55,1.2281,43.78,44.94,45.25,35,35,35,48.49,35,-23.5512,5.9143,-10.7607,-12.9199,32.6157,7.193,8.7429,-7.2902,-9.184,,-3.2379,-2.9995
BSE,BORANA,INE16SF01016,B,2026-09-17,302.1,306.55,1513,455144,84,310.6875,317.519,,1895.2,0.7983,336.6,353.9,353.9,298,298,295,353.9,295,-14.6369,2.4068,-2.6426,1.5633,45.3233,3.997,3.3389,-2.764,-4.8561,,-4.7088,-0.3121
NSE,BORANA,INE16SF01016,EQ,2026-09-17,299.5,303.05,29492,8888599.35,654,310.1925,317.453,,24905.7,1.1841,339,353.95,353.95,290,290,290,353.95,290,-15.3835,3.2759,-3.1215,0.117,43.3312,4.6983,4.3982,-3.4471,-5.6553,,-4.8132,-0.3581
BSE,BOROLTD,INE02PY01013,B,2026-09-17,253.75,248,59377,15026731,184,252.5875,245.035,,101629,0.5843,289,289,289,234.4,228.4,224,289,217,-12.1972,16.9355,2.1744,11.9321,56.3193,4.2365,2.7834,0.4602,3.5566,,5.4469,3.626
NSE,BOROLTD,INE02PY01013,EQ,2026-09-17,253.4,246.76,111949,28264200.15,2663,252.3465,244.9708,,1306811.8,0.0857,289,289,289,234.23,226.37,224.02,289,217,-12.3183,16.7742,2.1321,11.4777,56.4711,4.4345,3.3463,0.4175,3.4409,,5.2687,3.5692
BSE,BORORENEW,INE666D01022,A,2026-09-17,449.6,448.5,40606,18289320,1868,503.9825,551.798,,28863.9,1.4068,557.05,669.7,669.7,440.4,440.4,440.4,669.7,440.4,-32.8655,2.089,-18.262,-24.2524,18.0633,3.4412,3.6558,-10.7906,-18.5209,,-10.9139,-5.8804
NSE,BORORENEW,INE666D01022,EQ,2026-09-17,449.35,446,947704,426305825,41373,503.52,551.499,,478483.6,1.9806,557.15,669.9,669.9,439.3,439.3,439.3,669.9,439.3,-32.9228,2.2877,-18.2554,-24.4282,19.5264,3.66,3.8926,-10.7583,-18.5221,,-10.9539,-5.9171
BSE,BOROSCI,INE02L001032,B,2026-09-17,120.15,117.95,3022,361077,119,126.575,140.091,,5077,0.5952,138.15,168.15,181.25,114.1,114.1,114.1,181.25,114.1,-33.7103,5.3024,-7.2201,-22.5588,42.663,4.5568,10.4733,-5.076,-14.2343,,-11.8159,-8.5036
NSE,BOROSCI,INE02L001032,EQ,2026-09-17,118.29,118.52,34041,4058979.82,820,126.4545,140.096,,57014.85,0.5971,138.1,167.99,180.8,115.54,115.54,115.54,180.8,115.54,-34.5741,2.3801,-8.2739,-24.0952,37.9899,4.6357,3.6496,-6.4565,-15.565,,-11.9431,-8.5282
BSE,BOSCH-HCIL,INE782A01015,B,2026-09-17,1668.45,1680.1,714,1200119,126,1729.82,1572.005,,11914.85,0.0599,1885,1885,1885,1629.9,1301,1301,1885,1232.5,-11.4881,35.3712,-5.2771,24.4787,49.6867,4.172,2.3258,-3.5478,6.1352,,12.8006,10.5742
NSE,BOSCH-HCIL,INE782A01015,EQ,2026-09-17,1668.3,1674.2,9583,16084824.2,1093,1727.39,1570.988,,46128,0.2077,1891.3,1891.3,1891.3,1631.6,1300.5,1300.5,1891.3,1243,-11.7908,34.2156,-5.3501,24.5558,50.0819,4.3427,2.592,-3.4208,6.1943,,12.6613,10.5254
BSE,BOSCHLTD,INE323A01026,A,2026-09-17,47840.1,47604.6,491,23542732,255,48156.9975,44996.977,,1698.55,0.2891,49629.5,49629.5,49629.5,46379.55,39750,39579.7,49629.5,36332.05,-3.6055,31.6747,-1.0751,15.0893,44.0237,2.3567,2.0294,-0.6581,6.3185,,10.3647,7.6677
NSE,BOSCHLTD,INE323A01026,EQ,2026-09-17,47735,47555,17379,832677560,10505,48254.75,45057.9,,33508.9,0.5186,50000,50000,50000,46410,39705,39505,50000,36335,-4.53,31.3747,-1.4961,14.72,44.5883,2.5595,1.1871,-1.0771,5.9415,,10.4474,7.7561
BSE,BOSTON,INE109B01019,X,2026-09-17,5.98,5.44,112750,673965,28,4.9105,5.0052,,9807.45,11.4964,5.98,5.98,6.3,4.1,4.01,4.01,7.07,4.01,-15.4173,49.1272,22.0408,8.5299,70.2624,5.8409,0.1675,21.7799,19.4757,,-0.4157,
BSE,BPAGRI,INE439N01031,B,2026-09-17,7.53,7.83,62718,475051,334,8.5525,8.8638,,1105374.45,0.0567,9.42,9.88,11.02,7.44,7.44,7.44,14.89,7.44,-49.4291,1.2097,-16.147,-20.4017,13.6095,6.9152,8.6022,-11.9556,-15.0477,,-5.5963,-6.8498
BSE,BPCL,INE029A01011,A,2026-09-17,306.8,302.65,56285,17180196,1071,311.485,313.922,,261433.05,0.2153,326.3,328.95,328.95,296.1,296.1,296.1,328.95,280.5,-6.7335,9.3761,-0.712,0.9875,32.8947,2.1675,1.5174,-1.5041,-2.2687,,-1.8497,0.6086
NSE,BPCL,INE029A01011,EQ,2026-09-17,307,303.35,3005596,919915916.5,29288,311.94,314.272,,4620655.75,0.6505,326.35,329.95,329.95,296,296,296,329.95,280.25,-6.9556,9.545,0,1.1366,38.4454,2.4814,1.5999,-1.5836,-2.3139,,-1.8416,0.6608
BSE,BPL,INE110A01019,B,2026-09-17,46.01,46.92,3499,161866,301,49.0195,52.014,,7598.25,0.4605,53.7,64.29,64.29,45,45,45,64.29,45,-28.4337,2.2444,-8.0168,-14.1284,13.5468,4.3733,4.0526,-6.1394,-11.543,,-6.8336,-4.5001
NSE,BPL,INE110A01019,EQ,2026-09-17,45.85,46.73,28147,1299933.7,731,48.9995,51.968,,53499.3,0.5261,52.85,64,64,45.3,45.3,45.3,64,45.3,-28.3594,1.2141,-8.9013,-14.042,13.8686,4.1922,3.7199,-6.4276,-11.7726,,-6.7768,-4.4766
BSE,BPLPHARMA,INE365Y01019,B,2026-09-17,1546.95,1517.05,13,19996,12,1513.28,1453.92,,942.05,0.0138,1646.4,1646.4,1646.4,1339,1249.95,1249.95,1646.4,1249.95,-6.0405,23.761,22.623,16.2771,54.8223,4.7891,1.9709,2.225,6.3986,,6.8486,4.6846
NSE,BPLPHARMA,INE365Y01019,EQ,2026-09-17,1534,1509.8,32,48563.4,12,1503.375,,,2166.95,0.0148,1649,,,1290,,,1649,1125.7,-6.9739,36.2708,20.3798,,55.241,4.1958,2.9437,2.0371,,,,
